card_number,first_name,father_name,grandfather_name,sex,phone,dob_ec,age,city,address,registered_at
5547,Henok,Mekonnen,Habtamu,Male,0788746683,,42,Adama,"Kolfe, Woreda 2, House 137",
5548,Mahlet,Wolde,Gebre,Female,0719263393,,5,Bishoftu,"Bole, Woreda 7, House 926",
5549,Selam,Assefa,Worku,Female,0900946348,,11,Dessie,"Kolfe, Woreda 10, House 368",
5550,Mahlet,Girma,Alemu,Female,0716891490,,89,Dessie,"Nifas Silk, Woreda 10, House 639",
5551,Abel,Hailu,Worku,Male,0908273636,,44,Gondar,"Akaki, Woreda 11, House 383",
5552,Girma,Assefa,Hailu,Male,0995822750,,83,Mekelle,"Lideta, Woreda 7, House 989",
5553,Bereket,Wolde,Gebre,Male,0929988584,,79,Shashemene,"Kirkos, Woreda 7, House 815",
5554,Rahel,Mulugeta,Lemma,Female,0944168605,,24,Dire Dawa,"Akaki, Woreda 4, House 659",
5555,Rediet,Tadesse,Kebede,Female,0750308389,,19,Mekelle,"Lideta, Woreda 12, House 595",
5556,Hana,Gebre,Desta,Female,0742218432,,27,Shashemene,"Bole, Woreda 8, House 282",
5557,Tadesse,Wolde,Worku,Male,0901074902,,95,Shashemene,"Gulele, Woreda 8, House 195",
5558,Samuel,Bekele,Hailu,Male,0904667464,,78,Debre Markos,"Arada, Woreda 3, House 366",
5559,Eyob,Lemma,Gebre,Male,0987427018,,79,Jimma,"Yeka, Woreda 4, House 892",
5560,Eden,Getachew,Tadesse,Female,0998066655,,19,Mekelle,"Nifas Silk, Woreda 9, House 370",
5561,Bekele,Negash,Abebe,Male,0967304000,,80,Dire Dawa,"Arada, Woreda 7, House 357",
5562,Samuel,Girma,Wolde,Male,0926876128,,70,Mekelle,"Lideta, Woreda 2, House 319",
5563,Tesfaye,Mekonnen,Wolde,Male,0928690887,,62,Dire Dawa,"Akaki, Woreda 9, House 500",
5564,Genet,Tadesse,Negash,Female,0746342853,,45,Jimma,"Lideta, Woreda 7, House 160",
5565,Eden,Abebe,Hailu,Female,0935965528,,73,Dessie,"Bole, Woreda 1, House 82",
5566,Lidya,Worku,Girma,Female,0766715630,,82,Sodo,"Akaki, Woreda 12, House 374",
5567,Alemu,Desta,Girma,Male,0777668000,,22,Jimma,"Arada, Woreda 2, House 245",
5568,Eden,Mulugeta,Tadesse,Female,0725585799,,18,Debre Markos,"Gulele, Woreda 3, House 253",
5569,Dawit,Desta,Desta,Male,0990643697,,59,Sodo,"Addis Ketema, Woreda 5, House 264",
5570,Nahom,Tesfaye,Bekele,Male,0905031827,,31,Gondar,"Addis Ketema, Woreda 11, House 685",
5571,Tigist,Tekle,Tadesse,Female,0977108669,,36,Jimma,"Addis Ketema, Woreda 4, House 943",
5572,Kebede,Worku,Kebede,Male,0978178952,,61,Arba Minch,"Nifas Silk, Woreda 7, House 921",
5573,Sara,Desta,Alemu,Female,0945129799,,14,Debre Markos,"Kolfe, Woreda 12, House 978",
5574,Tesfaye,Mulugeta,Wolde,Male,0901811073,,45,Dire Dawa,"Yeka, Woreda 8, House 527",
5575,Selam,Desta,Tekle,Female,0910538834,,79,Shashemene,"Nifas Silk, Woreda 8, House 989",
5576,Yodit,Negash,Girma,Female,0715679780,,65,Gondar,"Nifas Silk, Woreda 5, House 477",
5577,Eyob,Alemu,Tadesse,Male,0972334617,,66,Bishoftu,"Kirkos, Woreda 8, House 489",
5578,Bethlehem,Alemu,Desta,Female,0978641189,,88,Mekelle,"Akaki, Woreda 5, House 483",
5579,Marta,Tekle,Desta,Female,0968487863,,72,Hawassa,"Lideta, Woreda 7, House 611",
5580,Bekele,Wolde,Lemma,Male,0951312773,,11,Dire Dawa,"Yeka, Woreda 9, House 89",
5581,Genet,Tesfaye,Tekle,Female,0761291516,,28,Bishoftu,"Lideta, Woreda 6, House 88",
5582,Habtamu,Assefa,Lemma,Male,0913089817,,80,Harar,"Kirkos, Woreda 2, House 871",
5583,Frehiwot,Girma,Getachew,Female,0948343067,,38,Adama,"Kolfe, Woreda 8, House 119",
5584,Saba,Tesfaye,Mulugeta,Female,0939979688,,62,Dessie,"Addis Ketema, Woreda 10, House 508",
5585,Mulugeta,Gebre,Worku,Male,0936752356,,31,Jimma,"Kirkos, Woreda 1, House 680",
5586,Frehiwot,Getachew,Wolde,Female,0956130852,,38,Jimma,"Kirkos, Woreda 10, House 384",
5587,Meron,Abebe,Gebre,Female,0777218716,,85,Bahir Dar,"Lideta, Woreda 6, House 888",
5588,Tesfaye,Lemma,Tesfaye,Male,0974135312,,25,Shashemene,"Lideta, Woreda 7, House 649",
5589,Tsion,Getachew,Gebre,Female,0983701247,,16,Debre Markos,"Bole, Woreda 2, House 49",
5590,Kebede,Negash,Lemma,Male,0912979744,,44,Hawassa,"Akaki, Woreda 11, House 986",
5591,Getachew,Getachew,Alemu,Male,0942823766,,29,Jimma,"Nifas Silk, Woreda 9, House 757",
5592,Bekele,Mekonnen,Negash,Male,0912378689,,33,Debre Markos,"Arada, Woreda 4, House 576",
5593,Genet,Bekele,Mulugeta,Female,0754827395,,34,Dessie,"Kirkos, Woreda 7, House 408",
5594,Kalkidan,Wolde,Lemma,Female,0710829682,,80,Hawassa,"Lideta, Woreda 11, House 973",
5595,Girma,Gebre,Gebre,Male,0915563252,,48,Harar,"Nifas Silk, Woreda 12, House 701",
5596,Habtamu,Tadesse,Lemma,Male,0912402381,,33,Addis Ababa,"Lideta, Woreda 10, House 878",
5597,Aster,Getachew,Negash,Female,0931256809,,50,Bahir Dar,"Lideta, Woreda 9, House 620",
5598,Tsion,Worku,Gebre,Female,0755701727,,66,Harar,"Gulele, Woreda 4, House 825",
5599,Frehiwot,Kebede,Bekele,Female,0957364149,,18,Dessie,"Kolfe, Woreda 5, House 677",
5600,Hana,Lemma,Kebede,Female,0929002107,,73,Gondar,"Arada, Woreda 7, House 402",
5601,Sara,Wolde,Tesfaye,Female,0909328212,,91,Dire Dawa,"Yeka, Woreda 9, House 357",
5602,Sara,Girma,Tekle,Female,0729813528,,84,Bahir Dar,"Arada, Woreda 9, House 544",
5603,Eden,Gebre,Hailu,Female,0978679630,,21,Bahir Dar,"Gulele, Woreda 10, House 532",
5604,Yonas,Wolde,Tesfaye,Male,0946835241,,83,Dire Dawa,"Bole, Woreda 8, House 430",
5605,Marta,Tadesse,Hailu,Female,0757019165,,7,Bishoftu,"Yeka, Woreda 10, House 534",
5606,Hewan,Lemma,Negash,Female,0715270127,,36,Addis Ababa,"Kirkos, Woreda 3, House 958",
5607,Frehiwot,Girma,Habtamu,Female,0764249547,,53,Jimma,"Kirkos, Woreda 10, House 155",
5608,Henok,Girma,Abebe,Male,0932588076,,13,Shashemene,"Yeka, Woreda 10, House 754",
5609,Tadesse,Gebre,Alemu,Male,0736612112,,28,Harar,"Akaki, Woreda 10, House 157",
5610,Habtamu,Girma,Habtamu,Male,0929835874,,59,Mekelle,"Lideta, Woreda 2, House 672",
5611,Tesfaye,Kebede,Tesfaye,Male,0928833511,,46,Dessie,"Yeka, Woreda 8, House 762",
5612,Tadesse,Alemu,Alemu,Male,0959234463,,91,Debre Markos,"Arada, Woreda 3, House 94",
5613,Genet,Bekele,Tadesse,Female,0911723963,,82,Adama,"Addis Ketema, Woreda 11, House 18",
5614,Bekele,Abebe,Habtamu,Male,0978556712,,28,Shashemene,"Bole, Woreda 2, House 447",
5615,Aster,Wolde,Gebre,Female,0721206632,,95,Gondar,"Akaki, Woreda 4, House 602",
5616,Rediet,Worku,Negash,Female,0928646412,,50,Gondar,"Arada, Woreda 1, House 346",
5617,Aster,Habtamu,Worku,Female,0728233177,,64,Harar,"Arada, Woreda 7, House 761",
5618,Aster,Tekle,Tadesse,Female,0946817557,,80,Dire Dawa,"Nifas Silk, Woreda 8, House 666",
5619,Habtamu,Hailu,Tesfaye,Male,0960968507,,48,Gondar,"Kolfe, Woreda 4, House 549",
5620,Fikru,Negash,Tadesse,Male,0910179580,,89,Mekelle,"Addis Ketema, Woreda 6, House 426",
5621,Bekele,Hailu,Mekonnen,Male,0738025557,,71,Adama,"Akaki, Woreda 10, House 293",
5622,Nahom,Bekele,Lemma,Male,0946747023,,60,Dire Dawa,"Kolfe, Woreda 11, House 945",
5623,Genet,Lemma,Lemma,Female,0946241674,,74,Jimma,"Lideta, Woreda 9, House 815",
5624,Fikru,Bekele,Habtamu,Male,0960483182,,9,Harar,"Kirkos, Woreda 9, House 849",
5625,Hewan,Tadesse,Gebre,Female,0961879963,,33,Shashemene,"Lideta, Woreda 1, House 418",
5626,Rahel,Desta,Worku,Female,0992229783,,3,Shashemene,"Addis Ketema, Woreda 10, House 86",
5627,Samuel,Desta,Abebe,Male,0739890855,,29,Hawassa,"Akaki, Woreda 8, House 697",
5628,Tadesse,Assefa,Worku,Male,0903718196,,19,Mekelle,"Akaki, Woreda 7, House 418",
5629,Kebede,Mulugeta,Assefa,Male,0997574451,,8,Adama,"Gulele, Woreda 10, House 572",
5630,Girma,Gebre,Hailu,Male,0962321791,,36,Sodo,"Bole, Woreda 2, House 849",
5631,Tadesse,Girma,Worku,Male,0716170297,,23,Jimma,"Yeka, Woreda 1, House 862",
5632,Mekonnen,Lemma,Mulugeta,Male,0969726142,,35,Mekelle,"Nifas Silk, Woreda 4, House 952",
5633,Alemu,Mulugeta,Hailu,Male,0972308961,,88,Hawassa,"Kolfe, Woreda 10, House 290",
5634,Tadesse,Assefa,Negash,Male,0937234238,,19,Bahir Dar,"Nifas Silk, Woreda 10, House 159",
5635,Girma,Mekonnen,Abebe,Male,0937682874,,83,Hawassa,"Gulele, Woreda 10, House 287",
5636,Hewan,Negash,Hailu,Female,0918158084,,76,Shashemene,"Addis Ketema, Woreda 5, House 503",
5637,Kalkidan,Bekele,Negash,Female,0972488635,,86,Harar,"Addis Ketema, Woreda 3, House 186",
5638,Tsion,Lemma,Wolde,Female,0733753614,,27,Hawassa,"Kolfe, Woreda 10, House 764",
5639,Bekele,Habtamu,Desta,Male,0924091941,,22,Harar,"Yeka, Woreda 10, House 331",
5640,Girma,Tekle,Worku,Male,0999319264,,79,Harar,"Addis Ketema, Woreda 12, House 170",
5641,Rediet,Worku,Girma,Female,0917449459,,83,Dessie,"Kolfe, Woreda 8, House 221",
5642,Tigist,Desta,Bekele,Female,0996187200,,10,Addis Ababa,"Yeka, Woreda 10, House 190",
5643,Selam,Mulugeta,Hailu,Female,0790944675,,3,Jimma,"Gulele, Woreda 1, House 879",
5644,Selam,Negash,Habtamu,Female,0724714116,,64,Bahir Dar,"Addis Ketema, Woreda 11, House 777",
5645,Getachew,Mekonnen,Lemma,Male,0961461177,,49,Debre Markos,"Addis Ketema, Woreda 7, House 598",
5646,Abel,Abebe,Habtamu,Male,0998397395,,20,Jimma,"Arada, Woreda 12, House 420",
5647,Yonas,Getachew,Worku,Male,0750474424,,25,Dessie,"Arada, Woreda 8, House 812",
5648,Abel,Wolde,Mulugeta,Male,0713659106,,14,Dessie,"Arada, Woreda 6, House 802",
5649,Mahlet,Assefa,Bekele,Female,0744710792,,31,Debre Markos,"Gulele, Woreda 10, House 344",
5650,Samuel,Bekele,Habtamu,Male,0945702789,,24,Sodo,"Addis Ketema, Woreda 3, House 985",
5651,Henok,Tadesse,Gebre,Male,0998992428,,2,Bahir Dar,"Kirkos, Woreda 11, House 822",
5652,Bekele,Gebre,Tekle,Male,0775926599,,28,Dessie,"Akaki, Woreda 11, House 941",
5653,Rediet,Desta,Bekele,Female,0788281889,,51,Gondar,"Akaki, Woreda 3, House 908",
5654,Eden,Abebe,Worku,Female,0781463580,,71,Harar,"Bole, Woreda 6, House 653",
5655,Kebede,Mekonnen,Tekle,Male,0992829811,,68,Gondar,"Yeka, Woreda 5, House 727",
5656,Bereket,Assefa,Assefa,Male,0980386503,,5,Gondar,"Kolfe, Woreda 7, House 667",
5657,Eden,Girma,Girma,Female,0942381490,,2,Gondar,"Kolfe, Woreda 7, House 248",
5658,Bereket,Mulugeta,Worku,Male,0702237799,,34,Dire Dawa,"Bole, Woreda 6, House 827",
5659,Henok,Tesfaye,Abebe,Male,0998679422,,2,Dire Dawa,"Nifas Silk, Woreda 6, House 579",
5660,Tadesse,Alemu,Habtamu,Male,0713093732,,73,Jimma,"Yeka, Woreda 10, House 828",
5661,Samuel,Negash,Negash,Male,0968081463,,42,Dire Dawa,"Bole, Woreda 7, House 666",
5662,Eden,Tesfaye,Desta,Female,0979137057,,81,Adama,"Kirkos, Woreda 4, House 842",
5663,Bethlehem,Gebre,Habtamu,Female,0756625783,,24,Sodo,"Kirkos, Woreda 12, House 389",
5664,Getachew,Worku,Mulugeta,Male,0920133205,,63,Arba Minch,"Arada, Woreda 8, House 109",
5665,Yonas,Hailu,Tadesse,Male,0712777191,,8,Adama,"Kolfe, Woreda 5, House 667",
5666,Saba,Getachew,Tesfaye,Female,0919272657,,43,Arba Minch,"Gulele, Woreda 3, House 625",
5667,Mulugeta,Alemu,Alemu,Male,0902293084,,70,Arba Minch,"Gulele, Woreda 2, House 700",
5668,Habtamu,Gebre,Alemu,Male,0762164942,,3,Harar,"Yeka, Woreda 8, House 861",
5669,Aster,Alemu,Wolde,Female,0924485317,,23,Gondar,"Nifas Silk, Woreda 3, House 978",
5670,Eden,Alemu,Wolde,Female,0919201248,,40,Harar,"Lideta, Woreda 2, House 454",
5671,Kebede,Worku,Lemma,Male,0761890783,,9,Dire Dawa,"Yeka, Woreda 4, House 260",
5672,Marta,Kebede,Assefa,Female,0972699519,,85,Harar,"Kirkos, Woreda 4, House 192",
5673,Marta,Habtamu,Girma,Female,0774858048,,23,Arba Minch,"Akaki, Woreda 7, House 655",
5674,Marta,Alemu,Girma,Female,0939091472,,4,Addis Ababa,"Nifas Silk, Woreda 1, House 635",
5675,Tesfaye,Assefa,Girma,Male,0982105673,,28,Dessie,"Bole, Woreda 7, House 394",
5676,Mulugeta,Alemu,Assefa,Male,0953435356,,44,Addis Ababa,"Yeka, Woreda 7, House 496",
5677,Girma,Gebre,Mekonnen,Male,0757404499,,21,Jimma,"Kirkos, Woreda 2, House 46",
5678,Yonas,Negash,Habtamu,Male,0998041865,,55,Jimma,"Arada, Woreda 9, House 373",
5679,Rediet,Lemma,Hailu,Female,0901253905,,28,Hawassa,"Kirkos, Woreda 6, House 730",
5680,Bekele,Assefa,Girma,Male,0940245171,,76,Mekelle,"Addis Ketema, Woreda 5, House 973",
5681,Aster,Tekle,Girma,Female,0715338960,,14,Shashemene,"Bole, Woreda 6, House 178",
5682,Mekonnen,Hailu,Mekonnen,Male,0995875674,,92,Harar,"Lideta, Woreda 11, House 223",
5683,Samuel,Getachew,Girma,Male,0703246778,,92,Adama,"Akaki, Woreda 11, House 673",
5684,Getachew,Habtamu,Girma,Male,0911418734,,89,Jimma,"Akaki, Woreda 8, House 528",
5685,Eyob,Mulugeta,Tesfaye,Male,0984362017,,13,Shashemene,"Kirkos, Woreda 2, House 897",
5686,Fikru,Lemma,Kebede,Male,0937260346,,26,Debre Markos,"Kirkos, Woreda 8, House 528",
5687,Getachew,Tadesse,Kebede,Male,0739636996,,78,Adama,"Akaki, Woreda 9, House 461",
5688,Alemu,Gebre,Girma,Male,0753883221,,80,Jimma,"Lideta, Woreda 1, House 158",
5689,Getachew,Bekele,Tadesse,Male,0730359018,,10,Dessie,"Kirkos, Woreda 1, House 163",
5690,Samuel,Assefa,Lemma,Male,0938120446,,81,Bishoftu,"Akaki, Woreda 10, House 364",
5691,Getachew,Assefa,Worku,Male,0965455218,,88,Arba Minch,"Bole, Woreda 9, House 731",
5692,Girma,Kebede,Tekle,Male,0934871832,,76,Dire Dawa,"Bole, Woreda 7, House 676",
5693,Meron,Tekle,Kebede,Female,0798452761,,78,Sodo,"Nifas Silk, Woreda 12, House 849",
5694,Henok,Mulugeta,Gebre,Male,0743418424,,28,Debre Markos,"Gulele, Woreda 12, House 20",
5695,Solomon,Getachew,Mulugeta,Male,0939683185,,76,Hawassa,"Lideta, Woreda 10, House 652",
5696,Mulugeta,Worku,Tadesse,Male,0977306385,,47,Shashemene,"Kolfe, Woreda 2, House 688",
5697,Lidya,Abebe,Negash,Female,0942587977,,21,Gondar,"Yeka, Woreda 6, House 658",
5698,Eyob,Wolde,Getachew,Male,0778248918,,18,Debre Markos,"Lideta, Woreda 6, House 966",
5699,Frehiwot,Tekle,Kebede,Female,0920092996,,81,Shashemene,"Addis Ketema, Woreda 6, House 160",
5700,Yonas,Desta,Worku,Male,0971881585,,70,Sodo,"Yeka, Woreda 3, House 986",
5701,Hewan,Tadesse,Lemma,Female,0955916543,,34,Bishoftu,"Kolfe, Woreda 8, House 958",
5702,Kalkidan,Tadesse,Alemu,Female,0993911281,,14,Addis Ababa,"Kirkos, Woreda 9, House 808",
5703,Habtamu,Mulugeta,Tadesse,Male,0905206357,,18,Shashemene,"Lideta, Woreda 4, House 301",
5704,Fikru,Girma,Abebe,Male,0921772074,,39,Jimma,"Yeka, Woreda 11, House 757",
5705,Girma,Girma,Gebre,Male,0911722837,,42,Adama,"Addis Ketema, Woreda 9, House 716",
5706,Sara,Hailu,Bekele,Female,0748595938,,73,Jimma,"Nifas Silk, Woreda 8, House 155",
5707,Mahlet,Abebe,Hailu,Female,0771687754,,94,Adama,"Kirkos, Woreda 9, House 302",
5708,Alemu,Desta,Negash,Male,0994979161,,62,Arba Minch,"Kirkos, Woreda 1, House 184",
5709,Aster,Alemu,Worku,Female,0709015730,,38,Dire Dawa,"Yeka, Woreda 4, House 930",
5710,Girma,Lemma,Tekle,Male,0975746766,,41,Debre Markos,"Lideta, Woreda 3, House 63",
5711,Getachew,Tesfaye,Alemu,Male,0750707318,,9,Mekelle,"Lideta, Woreda 12, House 979",
5712,Abel,Mekonnen,Gebre,Male,0901674436,,90,Adama,"Addis Ketema, Woreda 4, House 333",
5713,Henok,Girma,Mulugeta,Male,0968588938,,94,Adama,"Arada, Woreda 6, House 945",
5714,Girma,Worku,Abebe,Male,0902177025,,26,Dessie,"Arada, Woreda 11, House 438",
5715,Tsion,Tesfaye,Wolde,Female,0909922089,,51,Bishoftu,"Gulele, Woreda 9, House 814",
5716,Solomon,Bekele,Bekele,Male,0945592534,,54,Addis Ababa,"Gulele, Woreda 9, House 743",
5717,Eden,Alemu,Girma,Female,0961377534,,24,Mekelle,"Gulele, Woreda 10, House 787",
5718,Aster,Mekonnen,Worku,Female,0785864331,,16,Mekelle,"Gulele, Woreda 10, House 962",
5719,Meron,Hailu,Kebede,Female,0777083954,,1,Gondar,"Arada, Woreda 6, House 100",
5720,Rahel,Wolde,Alemu,Female,0745483038,,56,Addis Ababa,"Kolfe, Woreda 6, House 720",
5721,Bereket,Worku,Kebede,Male,0984076673,,90,Debre Markos,"Addis Ketema, Woreda 1, House 300",
5722,Samuel,Hailu,Hailu,Male,0936160630,,23,Dire Dawa,"Nifas Silk, Woreda 4, House 939",
5723,Selam,Lemma,Wolde,Female,0906383466,,9,Adama,"Akaki, Woreda 5, House 946",
5724,Alemu,Abebe,Wolde,Male,0998976443,,30,Adama,"Yeka, Woreda 6, House 283",
5725,Fikru,Bekele,Tadesse,Male,0979376224,,16,Mekelle,"Kirkos, Woreda 10, House 552",
5726,Selam,Abebe,Girma,Female,0978537335,,1,Arba Minch,"Yeka, Woreda 1, House 443",
5727,Saba,Gebre,Getachew,Female,0778146967,,49,Jimma,"Kirkos, Woreda 5, House 582",
5728,Rahel,Abebe,Negash,Female,0787887381,,20,Bishoftu,"Lideta, Woreda 7, House 377",
5729,Meron,Hailu,Tekle,Female,0924912469,,3,Hawassa,"Gulele, Woreda 10, House 678",
5730,Bekele,Kebede,Tesfaye,Male,0901748909,,90,Addis Ababa,"Kirkos, Woreda 12, House 225",
5731,Kalkidan,Tadesse,Mekonnen,Female,0983320671,,40,Gondar,"Akaki, Woreda 11, House 867",
5732,Selam,Habtamu,Getachew,Female,0991321475,,22,Dire Dawa,"Yeka, Woreda 12, House 525",
5733,Mahlet,Kebede,Mulugeta,Female,0922217050,,57,Dire Dawa,"Akaki, Woreda 12, House 567",
5734,Eyob,Wolde,Getachew,Male,0994126428,,67,Jimma,"Addis Ketema, Woreda 8, House 53",
5735,Habtamu,Mulugeta,Desta,Male,0766790168,,90,Gondar,"Kirkos, Woreda 9, House 103",
5736,Selam,Mekonnen,Kebede,Female,0914711952,,53,Arba Minch,"Kolfe, Woreda 6, House 193",
5737,Alemu,Mulugeta,Tesfaye,Male,0739544755,,55,Dessie,"Yeka, Woreda 6, House 873",
5738,Mulugeta,Tekle,Mulugeta,Male,0718551687,,63,Addis Ababa,"Bole, Woreda 2, House 827",
5739,Hewan,Tadesse,Assefa,Female,0980356761,,10,Dire Dawa,"Kolfe, Woreda 5, House 900",
5740,Marta,Getachew,Tadesse,Female,0922538618,,16,Jimma,"Arada, Woreda 2, House 258",
5741,Meron,Desta,Bekele,Female,0706818369,,16,Hawassa,"Lideta, Woreda 9, House 639",
5742,Kalkidan,Assefa,Tadesse,Female,0987240024,,31,Hawassa,"Lideta, Woreda 1, House 897",
5743,Genet,Girma,Mulugeta,Female,0913808181,,30,Jimma,"Addis Ketema, Woreda 8, House 699",
5744,Hana,Girma,Alemu,Female,0742265488,,44,Adama,"Bole, Woreda 2, House 2",
5745,Tigist,Abebe,Assefa,Female,0734078142,,55,Shashemene,"Kolfe, Woreda 4, House 177",
5746,Genet,Getachew,Tesfaye,Female,0955355978,,58,Shashemene,"Addis Ketema, Woreda 10, House 447",
5747,Rediet,Wolde,Mekonnen,Female,0764297422,,36,Mekelle,"Kirkos, Woreda 12, House 455",
5748,Yodit,Assefa,Tekle,Female,0967753621,,1,Hawassa,"Akaki, Woreda 4, House 765",
5749,Meron,Abebe,Tadesse,Female,0990247567,,81,Arba Minch,"Bole, Woreda 12, House 481",
5750,Dawit,Lemma,Worku,Male,0945501482,,27,Arba Minch,"Lideta, Woreda 11, House 458",
5751,Fikru,Abebe,Negash,Male,0957543170,,55,Jimma,"Nifas Silk, Woreda 4, House 396",
5752,Lidya,Getachew,Lemma,Female,0987992863,,92,Addis Ababa,"Nifas Silk, Woreda 3, House 330",
5753,Meron,Tesfaye,Mulugeta,Female,0943167040,,34,Harar,"Addis Ketema, Woreda 3, House 171",
5754,Bekele,Negash,Negash,Male,0766064064,,50,Hawassa,"Akaki, Woreda 9, House 568",
5755,Abel,Desta,Wolde,Male,0931375878,,7,Jimma,"Akaki, Woreda 7, House 456",
5756,Tigist,Lemma,Mekonnen,Female,0912978552,,74,Gondar,"Lideta, Woreda 9, House 684",
5757,Rediet,Alemu,Hailu,Female,0761139554,,30,Mekelle,"Bole, Woreda 6, House 275",
5758,Bethlehem,Tekle,Tekle,Female,0958081786,,77,Jimma,"Akaki, Woreda 11, House 153",
5759,Frehiwot,Lemma,Lemma,Female,0760511035,,28,Dire Dawa,"Nifas Silk, Woreda 4, House 969",
5760,Mekonnen,Hailu,Getachew,Male,0900963180,,5,Bishoftu,"Nifas Silk, Woreda 12, House 651",
5761,Dawit,Kebede,Hailu,Male,0765937350,,12,Addis Ababa,"Arada, Woreda 9, House 43",
5762,Nahom,Getachew,Mulugeta,Male,0973019244,,16,Harar,"Nifas Silk, Woreda 10, House 161",
5763,Selam,Wolde,Habtamu,Female,0947155151,,44,Debre Markos,"Yeka, Woreda 9, House 890",
5764,Tsion,Negash,Tekle,Female,0798711969,,4,Hawassa,"Kirkos, Woreda 4, House 535",
5765,Dawit,Girma,Worku,Male,0918394975,,19,Sodo,"Akaki, Woreda 11, House 103",
5766,Sara,Habtamu,Habtamu,Female,0940827461,,79,Dessie,"Kirkos, Woreda 7, House 842",
5767,Mulugeta,Lemma,Tadesse,Male,0990090629,,77,Sodo,"Kirkos, Woreda 12, House 232",
5768,Abel,Lemma,Bekele,Male,0940633147,,51,Jimma,"Arada, Woreda 1, House 51",
5769,Getachew,Getachew,Alemu,Male,0991585308,,80,Gondar,"Akaki, Woreda 5, House 401",
5770,Tsion,Getachew,Gebre,Female,0923621903,,53,Adama,"Kolfe, Woreda 6, House 276",
5771,Bereket,Assefa,Worku,Male,0726326237,,81,Arba Minch,"Kolfe, Woreda 4, House 276",
5772,Samuel,Tadesse,Abebe,Male,0763535227,,90,Jimma,"Lideta, Woreda 9, House 880",
5773,Bekele,Worku,Assefa,Male,0709654592,,82,Debre Markos,"Gulele, Woreda 5, House 291",
5774,Hana,Tekle,Abebe,Female,0964249327,,31,Dessie,"Lideta, Woreda 9, House 915",
5775,Abel,Bekele,Mekonnen,Male,0759482706,,77,Addis Ababa,"Nifas Silk, Woreda 8, House 669",
5776,Nahom,Kebede,Girma,Male,0985802082,,7,Debre Markos,"Kolfe, Woreda 5, House 397",
5777,Rediet,Mulugeta,Getachew,Female,0936857860,,93,Adama,"Gulele, Woreda 9, House 9",
5778,Yodit,Negash,Mulugeta,Female,0788186967,,43,Harar,"Bole, Woreda 5, House 307",
5779,Marta,Worku,Tekle,Female,0777207802,,70,Hawassa,"Akaki, Woreda 12, House 231",
5780,Nahom,Kebede,Habtamu,Male,0788953774,,58,Sodo,"Kolfe, Woreda 10, House 213",
5781,Eden,Wolde,Habtamu,Female,0705837849,,66,Gondar,"Bole, Woreda 1, House 971",
5782,Dawit,Worku,Worku,Male,0968905507,,61,Dessie,"Nifas Silk, Woreda 5, House 233",
5783,Hewan,Tesfaye,Negash,Female,0909181498,,85,Bahir Dar,"Gulele, Woreda 1, House 859",
5784,Selam,Abebe,Tekle,Female,0779059730,,86,Debre Markos,"Akaki, Woreda 12, House 453",
5785,Fikru,Worku,Lemma,Male,0713057541,,3,Addis Ababa,"Arada, Woreda 2, House 423",
5786,Selam,Mekonnen,Girma,Female,0939238165,,11,Mekelle,"Yeka, Woreda 11, House 258",
5787,Bethlehem,Habtamu,Desta,Female,0928406453,,30,Dessie,"Lideta, Woreda 6, House 167",
5788,Yodit,Mekonnen,Getachew,Female,0741973571,,69,Dessie,"Yeka, Woreda 9, House 380",
5789,Marta,Lemma,Abebe,Female,0719512154,,82,Dessie,"Akaki, Woreda 9, House 673",
5790,Alemu,Getachew,Alemu,Male,0967409061,,35,Bahir Dar,"Gulele, Woreda 7, House 693",
5791,Sara,Gebre,Negash,Female,0932111508,,24,Arba Minch,"Lideta, Woreda 11, House 663",
5792,Tigist,Desta,Habtamu,Female,0963555788,,35,Adama,"Lideta, Woreda 6, House 834",
5793,Tadesse,Worku,Tekle,Male,0978576716,,29,Mekelle,"Lideta, Woreda 8, House 471",
5794,Kebede,Desta,Tadesse,Male,0919757530,,84,Sodo,"Lideta, Woreda 6, House 205",
5795,Genet,Girma,Gebre,Female,0771314396,,73,Hawassa,"Kolfe, Woreda 2, House 582",
5796,Bethlehem,Worku,Desta,Female,0779307504,,57,Dire Dawa,"Akaki, Woreda 12, House 62",
5797,Bereket,Tekle,Wolde,Male,0917450115,,77,Dire Dawa,"Addis Ketema, Woreda 4, House 74",
5798,Dawit,Mulugeta,Mekonnen,Male,0975164478,,42,Harar,"Nifas Silk, Woreda 10, House 311",
5799,Lidya,Gebre,Habtamu,Female,0910897485,,95,Sodo,"Lideta, Woreda 3, House 46",
5800,Saba,Abebe,Getachew,Female,0939519047,,57,Adama,"Nifas Silk, Woreda 7, House 716",
5801,Tadesse,Habtamu,Tadesse,Male,0762623924,,12,Dire Dawa,"Kirkos, Woreda 4, House 829",
5802,Girma,Worku,Assefa,Male,0971364125,,95,Debre Markos,"Lideta, Woreda 2, House 533",
5803,Bereket,Desta,Worku,Male,0964877397,,82,Dessie,"Kolfe, Woreda 6, House 105",
5804,Fikru,Desta,Getachew,Male,0925274704,,49,Dire Dawa,"Akaki, Woreda 2, House 652",
5805,Frehiwot,Worku,Tekle,Female,0715787293,,1,Gondar,"Bole, Woreda 9, House 816",
